,Summary
6813,A man dying of cancer tries his best to leave the world on his own terms.
6814,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan."
6815,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.
6816,When a new gang moves into town it's up to the screwball police team to stop them.
6817,5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.
6818,An old Gothic cathedral built over a mass grave develops strange powers that trap a number of people inside with ghosts from a 12th Century massacre seeking to resurrect an ancient demon from the bowels of the Earth.
6819,A country music star must turn an obnoxious New York cabbie into a singer in order to win a bet.
6820,A much needed getaway and a celebration weekend turns into a nightmare due to the contagious airborne threat.
6821,A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.
6822,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected."
6823,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
6824,A serial murderer hires a lobbyist to change the law so that he can commit murder more readily. The murderer attempts to stop a retired police officer from following his trail because he won't give up on the killings.
6825,"When his family goes away for the summer, a hitherto faithful husband with an overactive imagination is tempted by a beautiful neighbor."
6826,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.
6827,The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.
6828,"When a mother disapproves of her son's lover, she hires an underwear model and former bullfighter to seduce her away."
6829,"After her job and relationship implode on the same day, Sofia starts from scratch and meets a dashing Spanish chef who might be her missing ingredient."
6830,"The delivery of the gifts turns into a disaster and Santa Claus is in trouble. Will his grandchildren, Jules and Noor, manage to team up to save the day?"
6831,"In order to obtain research funds for her studies, a scientist accepts an offer to participate in an extraordinary experiment: for three weeks, she is to live with a humanoid robot, created to make her happy."
6832,A creative writing assignment yields complex results between a teacher and his talented student.
6833,A meddling mother tries to set her daughter up with the right man so her kid won't follow in her footsteps.
6834,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family."
6835,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills."
6836,"A young Jewish man in a concentration camp has his life saved when executioners realize he owns a Persian book. Brought before a camp officer who wants to learn Farsi, Gilles agrees to teach him despite not knowing a word of the language."
6837,"After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos."
6838,Plot unknown. Sequel to 'Glass Onion: A Knives Out Mystery'.
6839,"Alex, a 12-year-old boy, and his friends fight an evil sorceress with the help of Excalibur, the sword of King Arthur, in a bid to save the world from her atrocities."
6840,A farm boy recruits a band of outlaws to save the planet Akir from forces that threaten to wipe them out from the face of the universe. A battle stretching beyond the stars begins here.
6841,Grier and Haig are thieving mercenaries who engineer a prison break from the outside.
6842,"A girl born into a wealthy family, falls for a boy who is driven towards his goal. On proposing marriage to him, he chooses his goal. Will she marry someone else? Will he achieve his goal?"
6843,"During summer vacation on Fire Island, three young people become very close. When an uncool girl tries to infiltrate the trio's newly found relationship, they construct an elaborate plot that has violent results."
6844,"The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest."
6845,Plot kept under wraps. The follow-up to Star Trek Beyond (2016).
6846,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.
6847,A teenager is left invisible to the living after an attack.
6848,"While diving in a remote French lake, a couple who specialize in urban exploration videos discover a house submerged in deep waters. Their dive turns into a nightmare when they discover the house was the scene of atrocious crimes."
6849,The Dynamic Duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.
6850,"A young woman develops a taste for human blood after experimental plastic surgery, and her victims turn into blood-thirsty zombies, leading into a city-wide epidemic."
6851,A former convict poses as a cop to retrieve a diamond he stole years ago.
6852,Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?
6853,"A punk-rock after hours about femininity, masculinity and the theft of $68,000."
6854,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
6855,"A man with a mysterious past flees the country to escape his own personal hell - only to arrive somewhere much, much worse."
6856,"On an alternate Earth, the Joker tricks Superman into killing Lois Lane, which causes a rampage in the hero. Superman decides to take control of Earth; Batman and his allies will have to attempt to stop him."
6857,"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory."
6858,The life and career of wildly controversial rock 'n' roll star Jerry Lee Lewis.
6859,A proud movie theater owner must defend his family business from corporate developers alongside a legendary action star as art imitates life in a showdown for the ages.
6860,Vivien accompanies her partner Roy to his childhood home to prepare for the sale of the family estate. Their relationship is put into jeopardy when secrets from Roy's past are revealed.
6861,World-famous pop group the Spice Girls zip around London in their luxurious double-decker tour bus having various adventures and performing for their fans.
6862,"An ex-marine psychiatrist attempts to rehabilitate his patients by indulging their fantasies, and seeks to prove the existence of a loving God to one especially troubled inmate."
6863,"Three Italian-American brothers, living in the slums of 1940's New York City, try to help each other with one's wrestling career using one brother's promotional skills and another brother's con-artist tactics to thwart a sleazy manager."
6864,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
6865,A series of disjointed mythical tales set in first-century Rome.
6866,"A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives."
6867,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.
6868,"Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds."
6869,"After an encounter with a neck-biter, a publishing executive thinks that he's turning into a vampire."
6870,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.
6871,"A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communications, their self-images, and their love lives."
6872,A popular high-school cheerleader becomes pregnant by the star quarterback and turns to crime to support her desired lifestyle.
6873,"Merricat, Constance and their Uncle Julian live in isolation after experiencing a family tragedy six years earlier. When cousin Charles arrives to steal the family fortune, he also threatens a dark secret they've been hiding."
6874,A mother and daughter find their personalities switched and have to live each other's lives on one strange Friday.
6875,"With his career on the skids, a Hollywood screenwriter enlists the aid of a modern-day muse, who proves to test his patience."
6876,The lives of a group of department store employees in 1959 Sydney.
6877,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.
6878,An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.
6879,An urban romantic comedy about a young San Diego policeman who travels to Los Angeles with his fiancée to meet her dysfunctional family and announce their engagement.
6880,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.
6881,"When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past."
6882,"A group of high-schoolers invite Mandy Lane, an innocent, desirable girl, to a weekend party on a secluded ranch. While the festivities rage on, the number of revelers begins to drop mysteriously."
6883,A blowout firefighter takes on an environmentally destructive oil corporation by causing many deaths and explosions in Alaska.
6884,Teenager Rick Stevens has a crush on Nina Pennington. They form a friendship and take a rock'n'roll journey together while Nina deals with her overbearing boyfriend Kevin.
6885,"A Naval officer, reprimanded after Pearl Harbor, is later promoted to Rear Admiral and gets a second chance to prove himself against the Japanese."
6886,The Gingerdead Man seeks revenge against Sarah Leigh for causing him to live his life in the body of a gingerbread man. Her only hope is to team up with Larnell who has problems of his own in the form of a magical talking bong named Eebee.
6887,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
6888,An unexpected invitation rushes a grieving young woman into a lonely road trip through the American Midwest towards the border between Texas and Mexico.
6889,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
6890,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker."
6891,A former CIA agent uses the talents of a young psychic to help retrieve his telekinetic son from a shadowy secret government agency.
6892,A young woman goes searching for her missing artist father. Her journey takes her to a strange Californian seaside town governed by a mysterious undead cult.
6893,"Within the course of one night, Woody Harrelson finds himself in a misadventure in London that winds him up in jail."
6894,"Just before the secession of South Sudan, a married former singer from the north seeks redemption for causing the death of a southern man by hiring his oblivious wife as her maid."
6895,"Two Americans on a hunting trip in Scotland become lost. They encounter a small village, not on the map, called Brigadoon, in which people harbor a mysterious secret, and behave as if they were still living two hundred years in the past."
6896,"Cute Junie starts at her cousin Matthias' high school and class after her mom's death. She meets his friends. The boys want to date her - even her handsome, young Italian teacher."
6897,"After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals."
6898,Coming-of-age story where two friends first meet at 11 years old and spend the course of 14 years remaining close and sharing experiences in both friendship and romance.
6899,"Father-Daughter duo, Riley and Elliot, hit a unicorn with their car and bring it to the wilderness retreat of a mega-wealthy pharmaceutical CEO."
6900,Arizona Deputy Sheriff Coogan is sent to New York City to escort an escaped fugitive back for trial.
6901,"Friends gather at a wedding, but the celebration's shattered by terrifying apocalyptic events, which force them to re-examine life, choices they've made..."
6902,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech."
6903,26 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.
6904,Jay and Silent Bob inadvertently sign away their names and rights to the new Bluntman and Chronic movie. Now they head to Hollywood to stop the film from being made. Along the way Jay discovers that he is a father.
6905,"In this documentary, the murder of Deedee Blanchard by her daughter Gypsy Rose is explored, as well as the circumstances leading up to the event."
6906,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.
6907,"Periodical is an eye-opening documentary that examines science, politics, and mystery of the menstrual cycle, through the experiences of doctors, athletes, movie stars, journalists, activists, and everyday people."
6908,"A modern-day witch likes her neighbor but despises his fiancée, so she enchants him to love her instead."
6909,A woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear.
6910,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.
6911,"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world."
6912,"Gabe Walker and his daughter have a mountaineering company in the Italian Alps. A tragedy strikes so Gabe and his daughter must deal with and overcome the tragedy. And some bad guys appear, and all hell breaks loose."
6913,"The widowed Catherine is busy trying to protect herself and her son from a local criminal organization. When Nick Boon and Catherine's lives cross paths, they find themselves leaning on each other to protect everything they stand for."
6914,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
6915,The Catholic Church secretly investigates Caravaggio as the Pope weighs whether to grant him clemency for killing a rival.
6916,Life for porn actress Elektra Luxx gets turned upside down when she finds out she's pregnant.
6917,"The wife of a French diplomat in Bangkok, Emmanuelle embarks on a voyage of sexual discovery."
6918,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.
6919,"When a college professor confronts two hunters she catches trespassing on her property, she's drawn into an escalating battle of wills with catastrophic consequences."
6920,"Two L.A. cops with opposing views on what is the best way to uphold the law have to work together to bring down the Yakuza, while trying to protect a beautiful woman."
6921,Continuation of Rebel Moon: Part One - A Child of Fire (2023).
6922,Frolicking youth comedy about zany high school students set in the 1960s.
6923,"In 19th-century Oklahoma, two teen girls who love stories about outlaws are on a quest to meet and join up with them. They find a shadow of a former gang and, although disappointed, still try to help them escape from a vigorous Marshal."
6924,Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin.
6925,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.
6926,"In a villa on an island (St. Peter) a little out of season, inhabit Vanessa, a young widow, and stepdaughters Kikki and Vivi/. Vanessa had married their father above all because he was very rich. After her husband's death, she decided to keep the girls and also call Roberto, her former lover, now a professor with the aim of preparing the two girls to the maturity exam... Read all"
6927,A bizarre series of sudden disappearances on the streets of New York City seems to point toward something unsavory living in the sewers.
6928,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves."
6929,Three intergalactic beauties beam down off the California coast and have close encounters with three local beach boys.
6930,"A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin."
6931,Prowl car cops on night duty romance a reluctant young woman who works for the department while in danger from a vengeful racketeer.
6932,A waitress hardly notices a shy busboy who secretly loves her; until one night she's attacked and he comes to her rescue. From there a relationship sparks but one secret could mean disaster for these fated lovers.
6933,"A hearing-impaired girl is visited by the Virgin Mary and can suddenly hear, speak, and heal the sick. As people flock to witness her miracles, terrifying events unfold. Are they the work of the Virgin Mary or something much more sinister?"
6934,"During her Italian vacation, a young and beautiful American tourist finds herself as a guest in a coastal villa inhabited by some odd people."
6935,A grumpy novelist vows revenge when his wealthy neighbor builds a hideous mega-mansion next door.
6936,Strangers searching for a young woman's missing father arrive at a tropical island where a doctor desperately seeks the cause and cure of a recent epidemic of the undead.
6937,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.
6938,A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.
6939,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
6940,Two sisters decide to throw one last house party before their parents sell their family home.
6941,When the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case.
6942,A troubled man gets released from prison and starts taking out his sadistic fantasies on an unsuspecting family living in a secluded house.
6943,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
6944,"A team of special agents discovers a revolutionary new computer program to bait and trap online predators. After teaming up with the program's troubled developer, they soon find that the AI is rapidly advancing beyond its original purpose."
6945,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career."
6946,A police S.W.A.T. team investigate a mysterious VHS tape and discover a sinister cult that has pre-recorded material which uncovers a nightmarish conspiracy.
6947,A pilot is sent into the Soviet Union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink.
6948,"When an encounter with the swinging scene has an unexpected impact on David's impotence, Alice thinks she might have found the solution to all their problems, but the poly-amorous world is a difficult place for a love story to flourish."
6949,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback."
6950,Detective James Knight's last-minute assignment to the Independence Day shift turns into a race against time to stop an unbalanced EMT worker who's posing as a cop.
6951,Lena returns to her hometown after finishing college. Her boyfriend Arthur is consumed with jealousy and fury upon learning that Lena has another boyfriend from the city.
6952,"The relative coexistence of the human world, demon world and beast world is soon to be disrupted by The Overfiend, an immensely powerful demon who'll be reborn after 3000 years to remake the world to his own liking."
6953,The parents of both the shooter and one of the victims of a school shooting tragedy agree to meet and talk in an attempt to move forward.
6954,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land."
6955,Angela is not happy about her daddy's choice for a new wife and does everything she can to destroy her stepmother-to-be.
6956,"The crazy and comical Mabel Simmons, otherwise known as Madea, tries to wrangle her fighting family together for a family dinner regarding the health of her niece Shirley."
6957,"This British crime comedy sees two hapless friends run into trouble after an attempted bank robbery goes wrong. Although there are lots of content issues, the film is overall light in tone."
6958,"While she copes the the pressures of her final examinations, a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants."
6959,"Miss Winters is a dancer with the Tommy Dorsey Orchestra and is asked to secretly transport a prototype magnetic mine to Puerto Rico. She thinks that she is working for the US Government, but fails to see why she would be involved."
6960,Plot under wraps
6961,"As the threat of giant unidentified lifeforms known as ""S-Class Species"" worsens in Japan, a silver giant appears from beyond Earth's atmosphere."
6962,A CIA officer finds himself the target of a rendition operation after being scapegoated for the death of an interrogation subject.
6963,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.
6964,All the Upper Rank Demons assemble at the Infinity Castle after Upper Six Demons' defeat.
6965,"Two lone riders hold up a bank's armoured car to save their friend's bar from imminent foreclosure. Soon, the mission goes awry when they discover the vehicle's unexpected cargo."
6966,A priest tries to stop a gangster from corrupting a group of street kids.
6967,"To stop an elusive criminal, a maverick detective enlists the aid of a police dog who's an unusually intelligent smart alec."
6968,"Randy is still unfocused after 2 years in college. When his dad refuses to keep paying his tuition, he gets a job delivering pizzas. Several alluring cougars pay him $200 for pizza delivery and ""services rendered."" As for their husbands."
6969,Human race is at edge of the end. Robot race is at edge of the beginning.
6970,A rich father hires a tutor for his son. The son is a horny teenager and the tutor is a gorgeous blonde. Complications ensue.
6971,"It's 1987 and Danielle, the high-school 'Dirty Girl', is running away. With her is chubby, gay Clarke, a bag of flour called Joa and a Walkman full of glorious '80s tunes."
6972,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
6973,A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.
6974,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying."
6975,Revolves around the high and low points of Sam Manekshaw who became the first Indian Army officer to be promoted to the rank of Field Marshal.
6976,The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.
6977,"When strongman Samson rejects the love of the beautiful Philistine woman Delilah, she seeks vengeance that brings horrible consequences they both regret."
6978,"A concentration camp survivor rekindles her sadomasochistic relationship with her lover, a former SS officer - now working as a night porter at a Vienna hotel - but his former Nazi associates begin stalking them."
6979,"10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey."
6980,A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.
6981,"An unspeakable evil has come into our dimension and wants to rule over Earth, and only a mysterious sorceror known as Doctor Mordrid can stop him."
6982,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance."
6983,"In this erotic comedy, Miranda is the landlady of a small country tavern who is looking for a husband, and tries out a variety of men for size."
6984,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.
6985,"A man haunted by the mysterious death of his 4-year-old sister brings her back to life thirty years later as an adult woman, with dire consequences."
6986,"Prehistoric man Tumak is banished from his savage tribe and meets pretty Loana, who belongs to a gentler coastal tribe, but he must fight caveman Payto to win her favors."
6987,"A college student on suspension is coaxed into babysitting the kids next door, though he is fully unprepared for the wild night ahead of him."
6988,"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs."
6989,"Constable Siva is assigned to escort a witness from police custody to the courtroom. As a twist in the plot, Siva learns that the entire police department wants the witness dead and starts the real run."
6990,"A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times."
6991,"At Midnight is a romantic comedy about two people who have made the ""safe"" choice not to fall in love."
6992,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
6993,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
6994,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics."
6995,A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.
6996,"A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them."
6997,"A truck driver has been forced to smuggle illicit cargo to save her brother from a deadly prison gang. With FBI operatives hot on her trail, Sally's conscience is challenged when the final package turns out to be a teenage girl."
6998,During the Civil War a group of Union soldiers and two Confederates escape the stockade using a hot-air balloon and end up on a strange Pacific island.
6999,"After a pair of amateur criminals break into a suburban home, they stumble upon a dark secret that two sadistic homeowners will do anything to keep from getting out."
7000,"A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind."
7001,Swiss mountain girl Heidi is abducted by brutal government troops and must defend herself and fight a war against a cheese-fueled machinery of hate.
7002,"When enemies Boris, Natasha, and Fearless Leader escape into the real world with a nefarious scheme, Rocky and Bullwinkle do the same, and team up with a young F.B.I. Agent to stop the trio."
7003,"After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home."
7004,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office."
7005,"After a viral altercation, Prani, a guidance counselor, faces backlash endangering her career and family."
7006,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.
7007,"A young Korean-American girl, abducted and forced into prostitution by domestic human traffickers, cooperates with her captors in a desperate ploy to survive."
7008,"When a desperate movie producer fails to get a major star for his bargain-basement film, he decides to shoot the film secretly around him."
7009,"When a crass new-money tycoon's membership application is turned down at a snooty country club, he retaliates by buying the club and turning it into a tacky amusement park."
7010,"The raucous exploits of a blended family of 12, the Bakers, as they navigate a hectic home life while simultaneously managing their family business."
7011,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
7012,Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.
7013,"Sculptor Paul is reunited with a former great love after a long time, but is much more impressed by his 15-year-old daughter, Laura, who looks like her mother when Paul was in love with her."
7014,"A rookie cop is tasked with taking the last shift at a police station before it is permanently closed, but it turns into a living nightmare."
7015,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired."
7016,"It's Christmastime in Aldovia, and a royal baby is on the way. Amber and Richard host royals from a distant kingdom to renew a sacred truce, but when the treaty vanishes, peace is jeopardized and an ancient curse threatens their family."
7017,"Sri is tasked to do a cleansing ritual for Dela Atmojo, an unconscious girl who is suffering from 1000 days-hex. The terror begins when her friend neglects to finish the ritual. Failing until the 1000th day will result in their demise."
7018,"Two cops, a rookie and a grizzled vet, pursue an accomplished bank robber."
7019,10 hours of paint drying on a wall.
7020,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.
7021,Six friends test their intelligence when an escape room they participate in takes a dark and twisted turn.
7022,"Canada's most famous hosers, Bob and Doug McKenzie, get jobs at the Elsinore Brewery, only to learn that something is rotten with the state of it."
7023,"Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times."
7024,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
7025,"A comedic take on the daily life of car-wash employees, chronicling their hopes, fears, joys, dreams, and tribulations, and meeting some eccentric customers along the way."
7026,A recently engaged man sees a former lover and becomes obsessed with meeting her again.
7027,"A still closeted young woman brings her girlfriend home for Thanksgiving, only to have her coming out efforts thwarted by the unexpected arrival of her male roommate."
7028,"On Election Day, 1968, a hairdresser and ladies' man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend."
7029,A college professor lives his life with reckless abandon after being diagnosed with a terminal illness.
7030,"A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand."
7031,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
7032,It's up to Santa's most famous reindeer to save the day when an evil queen conjures up a storm on Christmas.
7033,"A filmmaker at a creative impasse seeks solace from her tumultuous past at a rural retreat, only to find that the woods summon her inner demons in intense and surprising ways."
7034,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead."
7035,Successful author Veronica Henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.
7036,A group of women hatch a plan to disrupt the 1970 Miss World beauty competition in London.
7037,"Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be Attorney General of California."
7038,"Follows a group of friends who find a large egg, but little did they know that it contained an unwelcome predator. Now they must stop it from reaching civilization."
7039,"Simón, a Venezuelan freedom fighter exiled in Miami, copes not only with trauma, but also deep guilt over a choice he must make: stay in Miami and start a new life, or return home to the losing fight against a tyrannical regime."
7040,"A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors."
7041,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.
7042,"As the German Fascists expand their borders, scorching Europe from end to end, two brave Czechs of the Resistance prepare for a suicide mission to assassinate Reinhard Heydrich, the hideous mastermind behind the ""Final Solution""."
7043,An 18-year-old college freshman is seduced by a handsome vampire lover who introduces her to a dark world of carnal desires.
7044,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas."
7045,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.
7046,"After wandering a ruined city for years in search of food and shelter, two siblings find their way into one of the last remaining buildings. Inside, they find a man who will make them a dangerous offer to survive the outside world."
7047,An injured forest ranger on a routine mission is saved by two off-the-grid survivalists. What is initially a welcome rescue grows more suspicious as the son and his renegade father reveal a cultish devotion to the forest.
7048,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
7049,The murder investigation of a young man takes an unexpected turn when the cops discover that the prime suspect has a lookalike.
7050,"Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life."
7051,"An arrogant mobster, sentenced to a long prison term in Sing Sing, becomes a changed man when given a chance by the fair and progressive warden."
7052,"A secret, passionate affair happens in the summer of 1969 between Colonel Jin Pyeong, trapped in a loveless marriage with Soo Jin, and Jong Ga Heun, the Chinese-Korean wife of Captain Kyung Woo Jin."
7053,"A cloistered, overprotected Austrian prince falls in love with a down-to-earth barmaid in this ""Viennese fairy tale."""
7054,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else..."
7055,A young girl sent to live with her father and his new girlfriend believes that she has released creatures from a sealed ash pit in the basement of her new home.
7056,A wild horse and a teenage girl forge an unbreakable bond which keeps them connected for a lifetime.
7057,The incredible true story of Marie Sklodowska-Curie and her Nobel Prize-winning work that changed the world.
7058,Seven rogue soldiers launch a preemptive strike against a newly discovered alien civilization in the hopes of ending an interstellar war before it starts.
7059,A US weapons manufacturer tests its 4 killer robots on heroin producers in the Golden Triangle in SEAsia. It goes haywire.
7060,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
7061,Tanjiro ventures to the south-southeast where he encounters a cowardly young man named Zenitsu Agatsuma. He is a fellow survivor from Final Selection and his sparrow asks Tanjiro to help keep him in line.
7062,"Based on the Profumo Scandal of 1963, an affair between an exotic dancer and the Minister of War shakes up the British government."
7063,"An embittered scrooge of a woman plans to sell her small town, regardless of the consequences to the people who live there. However, a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems herself."
7064,"Life and facts of Mary Wollstonecraft Godwin, who at 16 met 21 year old poet Percy Shelley, resulting in the writing of Frankenstein."
7065,A drama centered on a group of people searching for human connections in today's wired world.
7066,Unrequited love motivates a guy to write about his experiences.
7067,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife."
